pmid,contrast_id,contrast_label,contrast_type,contrast_category,method_category,arm_1,arm_2,analysis_method,analysis_scope,direction,n_subjects,disease_condition,title
37901421,37869519_C21,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - CVLM Set 2 Right, Negative",FC,correlation_clinical,correlation_brain_behavior,Set 2 (7.96 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C22,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - CVLM Set 3 Right, Negative",FC,correlation_clinical,correlation_brain_behavior,Set 3 (23.87 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C23,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - NTS/NA Set 2 Right, Negative",FC,correlation_clinical,correlation_brain_behavior,Set 2 (7.96 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
37901421,37869519_C24,"Table 6: Correlation between FC maps of ROIs and LF/HF ratio - DMV Set 2, Negative",FC,correlation_clinical,correlation_brain_behavior,Set 2 (7.96 J/cm2),LF/HF ratio (sympathetic index),FC,whole_brain,Negative correlation,51,Healthy volunteers,The effects of laser acupuncture dosage at PC6 (Neiguan) on brain reactivity: a pilot resting-state fMRI study
38027487,nc_ea_hbo2_lpm_prepost,electroacupuncture group: LPM HbO2 post vs. pre,within-group pre-post comparison,verum_post_gt_pre,roi_fc,arm_ea,not_applicable,paired t-test; Generalized linear models used to analyze HbO2 time-series data,ROI,increased (enhanced activation),48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_hbo2_lpm_prepost_stats,electroacupuncture group: LPM enhanced activation after intervention vs. baseline,within-group pre-post comparison,verum_post_gt_pre,roi_fc,arm_ea,not_applicable,paired t-test,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_hbo2_rpm_prepost,electroacupuncture group: RPM enhanced activation after intervention vs. baseline,within-group pre-post comparison,verum_post_gt_pre,roi_fc,arm_ea,not_applicable,paired t-test,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_hbo2_rm1_prepost,electroacupuncture group: RM1 enhanced activation after intervention vs. baseline,within-group pre-post comparison,verum_post_gt_pre,roi_fc,arm_ea,not_applicable,paired t-test,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ctrl_hbo2_rm1_prepost,control group: RM1 enhanced activation after intervention vs. baseline,within-group pre-post comparison,sham_post_gt_pre,roi_fc,arm_ctrl,not_applicable,paired t-test,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_between_hbo2_lpm,electroacupuncture group vs. control group: LPM HbO2 after intervention,between-group comparison after intervention,verum_gt_sham,roi_fc,arm_ea,arm_ctrl,unpaired t-test,ROI,higher in electroacupuncture group,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_between_hbo2_rpm,electroacupuncture group vs. control group: RPM HbO2 after intervention,between-group comparison after intervention,verum_gt_sham,roi_fc,arm_ea,arm_ctrl,unpaired t-test,ROI,higher in electroacupuncture group,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_hbr_between,HbR changes between two groups after intervention,between-group comparison after intervention,group_comparison,roi_fc,arm_ea,arm_ctrl,not_reported,ROI,no statistically significant difference,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_fc_rs1_lm1_prepost,electroacupuncture group: FC between RS1 and LM1 post vs. pre,within-group pre-post comparison of functional connectivity,verum_post_gt_pre,seed_based_fc,arm_ea,not_applicable,paired t-test; Pearson correlation coefficient; Fisher's r-to-z transform,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_fc_rm1_lm1_prepost,electroacupuncture group: FC between RM1 and LM1 post vs. pre,within-group pre-post comparison of functional connectivity,verum_post_gt_pre,seed_based_fc,arm_ea,not_applicable,paired t-test; Pearson correlation coefficient; Fisher's r-to-z transform,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_fc_rm1_lpm_prepost,electroacupuncture group: FC between RM1 and LPM post vs. pre,within-group pre-post comparison of functional connectivity,verum_post_gt_pre,seed_based_fc,arm_ea,not_applicable,paired t-test; Pearson correlation coefficient; Fisher's r-to-z transform,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_fc_rpm_lm1_prepost,electroacupuncture group: FC between RPM and LM1 post vs. pre,within-group pre-post comparison of functional connectivity,verum_post_gt_pre,seed_based_fc,arm_ea,not_applicable,paired t-test; Pearson correlation coefficient; Fisher's r-to-z transform,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ea_fc_lm1_lpm_prepost,electroacupuncture group: FC between LM1 and LPM post vs. pre,within-group pre-post comparison of functional connectivity,verum_post_gt_pre,seed_based_fc,arm_ea,not_applicable,paired t-test; Pearson correlation coefficient; Fisher's r-to-z transform,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ctrl_fc_rm1_lm1_prepost,control group: FC between RM1 and LM1 post vs. pre,within-group pre-post comparison of functional connectivity,sham_post_gt_pre,seed_based_fc,arm_ctrl,not_applicable,paired t-test; Pearson correlation coefficient; Fisher's r-to-z transform,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_ctrl_fc_rpm_lm1_prepost,control group: FC between RPM and LM1 post vs. pre,within-group pre-post comparison of functional connectivity,sham_post_gt_pre,seed_based_fc,arm_ctrl,not_applicable,paired t-test; Pearson correlation coefficient; Fisher's r-to-z transform,ROI,increased,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_between_fc_rs1_lm1,electroacupuncture group vs. control group: FC between RS1 and LM1 after intervention,between-group comparison of functional connectivity after intervention,verum_gt_sham,seed_based_fc,arm_ea,arm_ctrl,unpaired t-test; Fisher's r-to-z transform,ROI,higher in electroacupuncture group,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_between_fc_rm1_lpm,electroacupuncture group vs. control group: FC between RM1 and LPM after intervention,between-group comparison of functional connectivity after intervention,verum_gt_sham,seed_based_fc,arm_ea,arm_ctrl,unpaired t-test; Fisher's r-to-z transform,ROI,higher in electroacupuncture group,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_between_fc_rpm_lm1,electroacupuncture group vs. control group: FC between RPM and LM1 after intervention,between-group comparison of functional connectivity after intervention,verum_gt_sham,seed_based_fc,arm_ea,arm_ctrl,unpaired t-test; Fisher's r-to-z transform,ROI,higher in electroacupuncture group,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_between_fc_lm1_lpm,electroacupuncture group vs. control group: FC between LM1 and LPM after intervention,between-group comparison of functional connectivity after intervention,verum_gt_sham,seed_based_fc,arm_ea,arm_ctrl,unpaired t-test; Fisher's r-to-z transform,ROI,higher in electroacupuncture group,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38027487,nc_between_fc_rm1_lm1,electroacupuncture group vs. control group: FC between RM1 and LM1 after intervention,between-group comparison of functional connectivity after intervention,group_comparison,seed_based_fc,arm_ea,arm_ctrl,unpaired t-test; Fisher's r-to-z transform,ROI,not significant between groups,48,post-stroke dysphagia,Electroacupuncture at HT5 + GB20 promotes brain remodeling and significantly improves swallowing function in patients with stroke
38034817,c01_HbO2_LM1_ANOVA,One-way repeated measures ANOVA of mean HbO2 increases among conditions in LM1,one-way repeated measures ANOVA across three groups,group_comparison,roi_fc,arm_HT5,not_applicable,one-way repeated measures ANOVA,ROI,not_reported,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
38034817,c02_HbO2_LM1_HT5GB20vsHT5,HT5 + GB20 group vs HT5 group: cortical activation in LM1,post-hoc Bonferroni-t test between groups,group_comparison,other,arm_HT5_GB20,arm_HT5,Bonferroni-t test,ROI,HT5 + GB20 group higher than HT5 group,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
38034817,c03_HbO2_HT5GB20vsGB20_noSig,HT5 + GB20 group vs GB20 group: cortical activation,post-hoc Bonferroni-t test between groups,group_comparison,other,arm_HT5_GB20,arm_GB20,Bonferroni-t test,ROI,no statistically significant difference,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
38034817,c04_HbR_noSig,Mean HbR changes among conditions,one-way repeated measures ANOVA across three groups,group_comparison,other,not_applicable,not_applicable,one-way repeated measures ANOVA,ROI,no statistically significant difference,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
38034817,c05_FC_ANOVA_RM1RS1,One-way repeated measures ANOVA of FC between RM1 and RS1,one-way repeated measures ANOVA across three groups,group_comparison,roi_fc,not_applicable,not_applicable,one-way repeated measures ANOVA; Pearson correlation coefficient for FC,ROI,not_reported,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
38034817,c06_FC_ANOVA_RM1LM1,One-way repeated measures ANOVA of FC between RM1 and LM1,one-way repeated measures ANOVA across three groups,group_comparison,roi_fc,not_applicable,not_applicable,one-way repeated measures ANOVA; Pearson correlation coefficient for FC,ROI,not_reported,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
38034817,c07_FC_ANOVA_RM1LS1,One-way repeated measures ANOVA of FC between RM1 and LS1,one-way repeated measures ANOVA across three groups,group_comparison,roi_fc,not_applicable,not_applicable,one-way repeated measures ANOVA; Pearson correlation coefficient for FC,ROI,not_reported,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
38034817,c08_FC_ANOVA_RPMLM1,One-way repeated measures ANOVA of FC between RPM and LM1,one-way repeated measures ANOVA across three groups,group_comparison,roi_fc,not_applicable,not_applicable,one-way repeated measures ANOVA; Pearson correlation coefficient for FC,ROI,not_reported,27,Healthy volunteers; study aimed to reveal mechanisms relevant to post-stroke swallowing dysphagia,Electroacupuncture at HT5 + GB20 produces stronger activation effect on swallowing cortex and muscle than single points
