pmid,arm_id,arm_type,outcome_measure,outcome_domain,scale_name,timepoint_raw,timepoint_class,reporting_format,value_exact,parse_method,parsed_format,mean,sd,se,median,iqr_low,iqr_high,ci_low,ci_high,count,pct,pre_mean,pre_sd,post_mean,post_sd,n_analyzed,higher_is_better,scale_min,scale_max,instrument_matched,disease_condition,healthy_volunteers,within_group_change,between_group_difference,effect_size_reported,p_value
40950284,arm_conv,active_control,SDS Score,mood,Self-Rating Depression Scale (SDS),Before Treatment,baseline,mean ± SD,50.58 ± 4.98,regex,mean_sd,50.58,4.98,,,,,,,,,,,,,100.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 1.040, P = 0.300 (vs YYHAT group pre-treatment)",not_reported,0.300
40950284,arm_conv,active_control,SDS Score,mood,Self-Rating Depression Scale (SDS),After Treatment (three weeks),post,mean ± SD,40.15 ± 3.48,regex,mean_sd,40.15,3.48,,,,,,,,,,,,,100.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,significantly reduced compared to pre-treatment (P < 0.05),"t = 3.332, P = 0.001 (vs YYHAT group post-treatment)",not_reported,0.001
40950284,arm_yyhat,verum_acupuncture,SDS Score,mood,Self-Rating Depression Scale (SDS),Before Treatment,baseline,mean ± SD,49.86 ± 4.85,regex,mean_sd,49.86,4.85,,,,,,,,,,,,,102.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 1.040, P = 0.300 (vs conventional group pre-treatment)",not_reported,0.300
40950284,arm_yyhat,verum_acupuncture,SDS Score,mood,Self-Rating Depression Scale (SDS),After Treatment (three weeks),post,mean ± SD,38.72 ± 2.54,regex,mean_sd,38.72,2.54,,,,,,,,,,,,,102.0,False,20.0,80.0,True,Peripheral facial paralysis (Bell's palsy),False,significantly reduced compared to pre-treatment (P < 0.05),"t = 3.332, P = 0.001 (vs conventional group post-treatment)",not_reported,0.001
40950284,arm_conv,active_control,Perception of Treatment Effectiveness,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,post,mean ± SD,4.76 ± 1.06,regex,mean_sd,4.76,1.06,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 2.347, P = 0.020",not_reported,0.020
40950284,arm_yyhat,verum_acupuncture,Perception of Treatment Effectiveness,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,post,mean ± SD,5.12 ± 1.11,regex,mean_sd,5.12,1.11,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 2.347, P = 0.020",not_reported,0.020
40950284,arm_conv,active_control,Perception of Medical Staff's Professionalism,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,post,mean ± SD,4.97 ± 0.52,regex,mean_sd,4.97,0.52,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.087, P = 0.931; no significant difference",not_reported,0.931
40950284,arm_yyhat,verum_acupuncture,Perception of Medical Staff's Professionalism,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,post,mean ± SD,4.99 ± 2.15,regex,mean_sd,4.99,2.15,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.087, P = 0.931; no significant difference",not_reported,0.931
40950284,arm_conv,active_control,Perception of Medical Staff's Attitude,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,post,mean ± SD,5.15 ± 0.32,regex,mean_sd,5.15,0.32,,,,,,,,,,,,,100.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.713, P = 0.477; no significant difference",not_reported,0.477
40950284,arm_yyhat,verum_acupuncture,Perception of Medical Staff's Attitude,quality_of_life,Hospital-developed patient satisfaction questionnaire,After treatment,post,mean ± SD,5.20 ± 0.74,regex,mean_sd,5.2,0.74,,,,,,,,,,,,,102.0,,,,False,Peripheral facial paralysis (Bell's palsy),False,not_reported,"t = 0.713, P = 0.477; no significant difference",not_reported,0.477
40950284,arm_conv,active_control,Facial motor function (baseline),function,Modified Portmann score - facial motor function,Baseline,baseline,count,0-6: 54 (54.00%); 7-12: 36 (36.00%); 13-18: 10 (10.00%),unparseable,,,,,,,,,,,,,,,,100.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 1.775, P = 0.412 (vs YYHAT group baseline)",not_reported,0.412
40950284,arm_yyhat,verum_acupuncture,Facial motor function (baseline),function,Modified Portmann score - facial motor function,Baseline,baseline,count,0-6: 48 (47.06%); 7-12: 46 (45.10%); 13-18: 8 (7.84%),unparseable,,,,,,,,,,,,,,,,102.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 1.775, P = 0.412 (vs conventional group baseline)",not_reported,0.412
40950284,arm_conv,active_control,Resting state appearance (baseline),function,Modified Portmann score - facial resting state,Baseline,baseline,count,0: 38 (38.00%); 1: 49 (49.00%); 2: 13 (13.00%),unparseable,,,,,,,,,,,,,,,,100.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 0.238, P = 0.888 (vs YYHAT group baseline)",not_reported,0.888
40950284,arm_yyhat,verum_acupuncture,Resting state appearance (baseline),function,Modified Portmann score - facial resting state,Baseline,baseline,count,0: 40 (39.22%); 1: 51 (50.00%); 2: 11 (10.78%),unparseable,,,,,,,,,,,,,,,,102.0,False,0.0,100.0,True,Peripheral facial paralysis (Bell's palsy),False,not_reported,"χ2 = 0.238, P = 0.888 (vs conventional group baseline)",not_reported,0.888
40963943,arm_TTH,other,Duration of TTH,symptom_severity,not_reported,Baseline (1 month before study),baseline,mean ± SD,66.63 ± 53.89,regex,mean_sd,66.63,53.89,,,,,,,,,,,,,36.0,,,,False,Tension-type headache (TTH),True,not_reported,not_reported,not_reported,not_reported
40963943,arm_TTH,other,Frequency of headache attacks per month,symptom_severity,headache diary,Baseline (1 month before study),baseline,median [IQR],"5(3.25, 7.75)",regex,median_iqr,5.333333333333333,3.333333333333333,,5.0,3.25,7.75,,,,,,,,,36.0,False,,,True,Tension-type headache (TTH),True,not_reported,not_reported,not_reported,not_reported
40963943,arm_TTH,other,Number of days with headache per month,symptom_severity,headache diary,Baseline (1 month before study),baseline,median [IQR],"5(4, 7.75)",regex,median_iqr,5.583333333333333,2.7777777777777777,,5.0,4.0,7.75,,,,,,,,,36.0,False,,,True,Tension-type headache (TTH),True,not_reported,not_reported,not_reported,not_reported
40963943,arm_TTH,other,Headache last days per month,symptom_severity,headache diary,Baseline (1 month before study),baseline,median [IQR],"1.46 (0.83, 2.45)",regex,median_iqr,1.58,1.2,,1.46,0.83,2.45,,,,,,,,,36.0,False,,,True,Tension-type headache (TTH),True,not_reported,not_reported,not_reported,not_reported
40963943,arm_TTH,other,Maximum VAS scores,pain,Visual Analogue Scale (VAS),Baseline (1 month before study),baseline,mean ± SD,5.46 ± 1.74,regex,mean_sd,5.46,1.74,,,,,,,,,,,,,36.0,False,0.0,10.0,True,Tension-type headache (TTH),True,not_reported,not_reported,not_reported,not_reported
40963943,arm_TTH,other,Average VAS scores,pain,Visual Analogue Scale (VAS),Baseline (1 month before study),baseline,mean ± SD,4.27 ± 1.21,regex,mean_sd,4.27,1.21,,,,,,,,,,,,,36.0,False,0.0,10.0,True,Tension-type headache (TTH),True,not_reported,not_reported,not_reported,not_reported
40974865,BC_HF,verum_acupuncture,Hot Flash Composite Score (HFCS),symptom_severity,hot flash composite score (HFCS),baseline,baseline,mean ± SD,"12.9 (standard deviation, 10.7)",regex,mean_sd,12.9,10.7,,,,,,,,,,,,,24.0,False,,,True,Breast cancer with hot flashes (vasomotor symptoms),True,not_reported,not_reported,not_reported,not_reported
40974865,BC_HF,verum_acupuncture,Hot Flash Composite Score (HFCS) change after acupuncture treatment,symptom_severity,hot flash composite score (HFCS),post-treatment (after 5 weeks of acupuncture),post,change_score,"-3.87; 95 % CI, −2.21 to −7.32",unparseable,,,,,,,,,,,,,,,,22.0,False,,,True,Breast cancer with hot flashes (vasomotor symptoms),True,"-3.87; 95 % CI, −2.21 to −7.32; p < 0.001",not_reported,Cohen's d = 0.777,p < 0.001
40974865,BC_HF,verum_acupuncture,Hot Flash Composite Score (HFCS) at 4–6 months follow-up vs. baseline,symptom_severity,hot flash composite score (HFCS),4–6 months follow-up,followup,change_score,"-4.03; 95 % CI, −9.16 to −2.92",unparseable,,,,,,,,,,,,,,,,22.0,False,,,True,Breast cancer with hot flashes (vasomotor symptoms),True,"-4.03; 95 % CI, −9.16 to −2.92; p < 0.001",not_reported,Cohen's d = 0.536,p < 0.001
40974865,BC_HF,verum_acupuncture,Hot Flash Composite Score (HFCS) change from end of treatment to 4–6 months follow-up,symptom_severity,hot flash composite score (HFCS),end of treatment to 4–6 months follow-up,post,change_score,"-0.99; 95 % CI, −3.91, 1.38",unparseable,,,,,,,,,,,,,,,,22.0,False,,,True,Breast cancer with hot flashes (vasomotor symptoms),True,"-0.99; 95 % CI, −3.91, 1.38; p = 0.32",not_reported,Cohen's d = 0.102,p = 0.32
40974865,BC_HF,verum_acupuncture,Pittsburgh Sleep Quality Index (PSQI) change after acupuncture treatment,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),post-treatment (after 5 weeks of acupuncture),post,change_score,"-0.37; 95 % CI, −2.52–3.62",unparseable,,,,,,,,,,,,,,,,22.0,False,0.0,21.0,True,Breast cancer with hot flashes (vasomotor symptoms),True,"-0.37; 95 % CI, −2.52–3.62; p = 0.71",not_reported,Cohen's d = 0.377,p = 0.71
40974865,BC_HF,verum_acupuncture,Pittsburgh Sleep Quality Index (PSQI) at 4–6 months follow-up vs. baseline,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),4–6 months follow-up,followup,change_score,"-0.423; 95 % CI, −3.53–2.33",unparseable,,,,,,,,,,,,,,,,22.0,False,0.0,21.0,True,Breast cancer with hot flashes (vasomotor symptoms),True,"-0.423; 95 % CI, −3.53–2.33; p = 0.68",not_reported,Cohen's d = 0.083,p = 0.68
40974865,BC_HF,verum_acupuncture,Pittsburgh Sleep Quality Index (PSQI) change from end of treatment to 4–6 months follow-up,symptom_severity,Pittsburgh Sleep Quality Index (PSQI),end of treatment to 4–6 months follow-up,post,change_score,"0.986; 95 % CI, −1.727–4.827",unparseable,,,,,,,,,,,,,,,,22.0,False,0.0,21.0,True,Breast cancer with hot flashes (vasomotor symptoms),True,"0.986; 95 % CI, −1.727–4.827; p = 0.34",not_reported,Cohen's d = -0.248,p = 0.34
40974865,BC_HF,verum_acupuncture,Functional Assessment of Cancer Therapy-Breast (FACT-B) score change after acupuncture treatment,quality_of_life,Functional Assessment of Cancer Therapy-Breast (FACT-B),post-treatment (after 5 weeks of acupuncture),post,change_score,"-1.72; 95 % CI, −4.51–0.42",unparseable,,,,,,,,,,,,,,,,22.0,True,,,True,Breast cancer with hot flashes (vasomotor symptoms),True,"-1.72; 95 % CI, −4.51–0.42; p = 0.07",not_reported,Cohen's d = 0.522,p = 0.07
40974865,BC_HF,verum_acupuncture,Positive response to acupuncture (more than 20% reduction in HFCS after treatment),responder,hot flash composite score (HFCS),post-treatment (after 5 weeks of acupuncture),post,percentage,85% of the patients (N = 17),unparseable,,,,,,,,,,,,,,,,20.0,False,,,True,Breast cancer with hot flashes (vasomotor symptoms),True,not_reported,not_reported,not_reported,not_reported
40974865,BC_HF,verum_acupuncture,Interaction effect of time × menopausal status on HFCS,symptom_severity,hot flash composite score (HFCS),pre vs. post acupuncture,other,p_value_only,not_reported,unparseable,,,,,,,,,,,,,,,,22.0,False,,,True,Breast cancer with hot flashes (vasomotor symptoms),True,not_reported,not_reported,not_reported,all for p > 0.05
40995472,arm_male,verum_acupuncture,Age,physiological,not_reported,baseline,baseline,mean ± SD,27.25 ± 1.7 years,regex,mean_sd,27.25,1.7,,,,,,,,,,,,,25.0,,,,False,healthy volunteers,True,not_reported,no statistically significant differences (p > 0.05),not_reported,>0.05
40995472,arm_female,verum_acupuncture,Age,physiological,not_reported,baseline,baseline,mean ± SD,26.2 ± 1.881 years,regex,mean_sd,26.2,1.881,,,,,,,,,,,,,21.0,,,,False,healthy volunteers,True,not_reported,no statistically significant differences (p > 0.05),not_reported,>0.05
40995472,arm_male,verum_acupuncture,Years of education,other,not_reported,baseline,baseline,mean ± SD,19.42 ± 2.466 years,regex,mean_sd,19.42,2.466,,,,,,,,,,,,,25.0,,,,False,healthy volunteers,True,not_reported,no statistically significant differences (p > 0.05),not_reported,>0.05
40995472,arm_female,verum_acupuncture,Years of education,other,not_reported,baseline,baseline,mean ± SD,20.1 ± 2.269 years,regex,mean_sd,20.1,2.269,,,,,,,,,,,,,21.0,,,,False,healthy volunteers,True,not_reported,no statistically significant differences (p > 0.05),not_reported,>0.05
41022570,arm_01,verum_acupuncture,Beck Depression Inventory II (BDI-II),mood,Beck Depression Inventory II (BDI-II),Baseline (screening),baseline,mean ± SD,1.90±2.06,regex,mean_sd,1.9,2.06,,,,,,,,,,,,,30.0,False,0.0,63.0,True,Healthy volunteers (no disease condition),True,not_reported,not_reported,not_reported,not_reported
41022570,arm_01,verum_acupuncture,Self-rating Depression Scale (SDS),mood,Self-rating Depression Scale (SDS),Baseline (screening),baseline,mean ± SD,31.83±5.07,regex,mean_sd,31.83,5.07,,,,,,,,,,,,,30.0,False,20.0,80.0,True,Healthy volunteers (no disease condition),True,not_reported,not_reported,not_reported,not_reported
41022570,arm_01,verum_acupuncture,Self-rating Anxiety Scale (SAS),mood,Self-rating Anxiety Scale (SAS),Baseline (screening),baseline,mean ± SD,32.57±4.47,regex,mean_sd,32.57,4.47,,,,,,,,,,,,,30.0,False,20.0,80.0,True,Healthy volunteers (no disease condition),True,not_reported,not_reported,not_reported,not_reported
41022570,arm_01,verum_acupuncture,Pittsburgh Sleep Quality Index (PSQI),other,Pittsburgh Sleep Quality Index (PSQI),Baseline (screening),baseline,mean ± SD,4.07±1.48,regex,mean_sd,4.07,1.48,,,,,,,,,,,,,30.0,False,0.0,21.0,True,Healthy volunteers (no disease condition),True,not_reported,not_reported,not_reported,not_reported
41069516,arm_BP,verum_acupuncture,H-B scale grading,symptom_severity,House–Brackmann (H-B) facial nerve grading scale,Before treatment,baseline,count,"Grade I: 0, Grade II: 4, Grade III: 22, Grade IV: 24, Grade V: 5, Grade VI: 0",unparseable,,,,,,,,,,,,,,,,55.0,False,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,not_reported,not_applicable,not_reported,not_reported
41069516,arm_BP,verum_acupuncture,H-B scale grading,symptom_severity,House–Brackmann (H-B) facial nerve grading scale,After treatment (day 28),post,count,"Grade I: 27, Grade II: 23, Grade III: 3, Grade IV: 2, Grade V: 0, Grade VI: 0",unparseable,,,,,,,,,,,,,,,,55.0,False,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,"significant improvement compared to before treatment, P < 0.05",not_applicable,not_reported,P < 0.05
41069516,arm_BP,verum_acupuncture,Sunnybrook facial nerve rating scale score,function,Sunnybrook facial nerve rating scale,Before treatment,baseline,mean ± SD,38.73 ± 10.35,regex,mean_sd,38.73,10.35,,,,,,,,,,,,,55.0,True,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,not_reported,not_applicable,not_reported,not_reported
41069516,arm_BP,verum_acupuncture,Sunnybrook facial nerve rating scale score,function,Sunnybrook facial nerve rating scale,After treatment (day 28),post,mean ± SD,83.22 ± 13.55,regex,mean_sd,83.22,13.55,,,,,,,,,,,,,55.0,True,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,increased compared to before treatment,not_applicable,not_reported,0.000
41069516,arm_BP,verum_acupuncture,FDIP (facial disability index-physical function),function,Facial Disability Index (FDI) - physical function subscale,Before treatment,baseline,mean ± SD,19.47 ± 2.31,regex,mean_sd,19.47,2.31,,,,,,,,,,,,,55.0,False,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,not_reported,not_applicable,not_reported,not_reported
41069516,arm_BP,verum_acupuncture,FDIP (facial disability index-physical function),function,Facial Disability Index (FDI) - physical function subscale,After treatment (day 28),post,mean ± SD,24.29 ± 1.15,regex,mean_sd,24.29,1.15,,,,,,,,,,,,,55.0,False,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,higher than before treatment,not_applicable,not_reported,0.000
41069516,arm_BP,verum_acupuncture,FDIS (facial disability index-social/wellbeing function),quality_of_life,Facial Disability Index (FDI) - social/wellbeing function subscale,Before treatment,baseline,mean ± SD,10.38 ± 1.45,regex,mean_sd,10.38,1.45,,,,,,,,,,,,,55.0,False,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,not_reported,not_applicable,not_reported,not_reported
41069516,arm_BP,verum_acupuncture,FDIS (facial disability index-social/wellbeing function),quality_of_life,Facial Disability Index (FDI) - social/wellbeing function subscale,After treatment (day 28),post,mean ± SD,9.82 ± 0.43,regex,mean_sd,9.82,0.43,,,,,,,,,,,,,55.0,False,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,lower than before treatment,not_applicable,not_reported,0.010
41069516,arm_BP,verum_acupuncture,Clinical efficacy based on H-B scale,responder,House–Brackmann (H-B) facial nerve grading scale,After treatment (day 28),post,count,Cured (H-B Grade I): 27; Markedly effective (H-B Grade II): 23; Effective (H-B Grade III): 3; Ineffective (H-B Grades IV–VI): 2,unparseable,,,,,,,,,,,,,,,,55.0,False,,,True,acute Bell's palsy (BP); acute idiopathic peripheral facial paralysis,True,not_reported,not_applicable,not_reported,not_reported
41310834,arm_acupuncture,verum_acupuncture,PSQI (Pittsburgh Sleep Quality Index),symptom_severity,Pittsburgh Sleep Quality Index (PSQI),Baseline (0 week),baseline,mean (SD),13.3 (2.5),regex,mean_sd,13.3,2.5,,,,,,,,,,,,,23.0,False,0.0,21.0,True,Chronic insomnia disorder (CID),False,not_reported,0.9 (−0.6 to 2.5),not_reported,group effect p = 0.013
